Maria Ribeiro,9.8,6.1,6.5
Sofia Silva,9.7,9.0,6.8
Lucas Martins,9.7,5.1,9.2
Rafael Ribeiro,8.8,9.4,8.1
Ricardo Lima,5.6,6.9,6.5
Juliana Ferreira,5.6,5.8,9.3
Guilherme Ribeiro,5.3,5.4,9.7
Sofia Oliveira,5.4,7.8,6.1
Maria Souza,9.9,5.9,5.9
Lucas Ferreira,7.1,8.0,5.5
Felipe Nascimento,7.7,7.6,6.6
Juliana Santos,8.1,7.4,5.3
Lucas Ferreira,5.6,6.8,5.5
Ana Pereira,9.2,6.1,7.8
Maria Souza,6.4,5.2,10.0
Rafael Ribeiro,5.6,8.2,10.0
Guilherme Gomes,9.7,5.8,8.9
Maria Oliveira,8.4,6.4,8.4
Carlos Moura,6.7,9.7,9.7
Felipe Martins,8.2,9.9,8.1
Joao Oliveira,7.6,8.7,7.3
Mariana Lima,5.2,5.5,6.6
Isabela Martins,5.8,5.9,7.1
Juliana Silva,8.0,5.2,5.7
Aline Souza,9.5,5.8,9.0
Felipe Nascimento,9.8,9.5,5.7
Pedro Moura,8.0,9.8,9.2
Carlos Moura,6.8,9.8,5.8
Maria Rodrigues,7.8,6.6,5.6
Felipe Ribeiro,7.6,5.2,6.9
Camila Silva,9.7,5.7,9.9
Camila Silva,9.3,6.8,7.1
Juliana Gomes,6.2,7.8,9.6
Lucas Gomes,6.2,5.8,8.2
Guilherme Souza,9.6,6.0,6.9
Ana Pereira,6.6,5.0,5.6
Lucas Santos,8.2,9.9,6.7
Rafael Ribeiro,9.4,9.7,6.4
Guilherme Ferreira,6.1,5.6,7.7
Juliana Silva,9.1,8.6,6.8
Carlos Silva,7.1,8.9,6.3
Rafael Nascimento,5.4,5.3,7.0
Felipe Rodrigues,7.1,7.4,5.9
Isabela Souza,5.9,8.0,8.0
Ricardo Rodrigues,9.6,5.1,8.5
Maria Santos,6.3,8.7,6.4
Isabela Moura,8.3,5.6,7.1
Guilherme Souza,5.6,9.9,7.4
Juliana Nascimento,7.9,5.1,7.8
Lucas Martins,8.2,8.5,6.3
Aline Carvalho,7.3,6.8,7.1
Mariana Santos,7.5,7.7,9.4
Felipe Martins,5.0,5.6,8.7
Felipe Ferreira,5.6,8.0,8.4
Ricardo Moura,6.7,7.0,9.1
Juliana Moura,8.0,9.6,8.4
Camila Santos,8.3,7.0,8.5
Rafael Ferreira,5.5,7.0,6.0
Maria Nascimento,8.8,8.5,6.7
Camila Ferreira,8.9,6.4,5.3
Ana Moura,8.4,5.9,5.4
Pedro Martins,7.6,5.5,9.9
Joao Almeida,6.3,7.4,5.8
Guilherme Moura,8.8,8.7,7.7
Guilherme Ribeiro,6.5,7.6,8.8
Maria Nascimento,6.0,10.0,7.7
Carlos Almeida,9.1,7.6,5.4
Ricardo Martins,6.0,7.9,8.2
Ricardo Souza,7.3,6.1,8.9
Joao Oliveira,9.8,8.7,7.7
Maria Pereira,7.6,5.9,9.4
Aline Gomes,6.5,9.1,7.3
Mariana Oliveira,6.8,8.7,8.3
Mariana Pereira,7.6,7.1,6.7
Camila Santos,5.8,6.7,6.0
Maria Moura,5.7,5.3,5.0
Mariana Ribeiro,5.1,8.1,6.7
Rafael Pereira,6.8,7.3,6.3
Maria Rodrigues,5.3,7.3,5.8
Mariana Nascimento,9.4,8.5,7.2
Joao Souza,9.2,8.8,9.2
Joao Ribeiro,9.9,9.5,6.5
Juliana Martins,8.6,5.4,5.9
Joao Moura,7.1,7.3,6.2
Aline Silva,8.7,6.6,7.2
Mariana Carvalho,6.2,5.8,7.6
Maria Lima,7.0,9.6,6.5
Camila Gomes,9.7,7.3,6.6
Ricardo Silva,8.2,6.7,9.0
Ricardo Lima,6.6,9.5,6.3
Aline Oliveira,7.4,7.2,7.7
Pedro Santos,5.4,5.4,8.9
Lucas Costa,6.2,7.9,6.9
Joao Nascimento,9.8,5.4,9.6
Maria Pereira,7.2,9.9,5.7
Sofia Oliveira,8.0,9.1,6.0
Sofia Moura,8.1,7.5,9.8
Pedro Costa,9.4,7.0,8.5
Pedro Almeida,8.2,6.8,6.8
Camila Silva,8.6,5.8,7.5
Maria Moura,6.8,7.9,5.1
Ricardo Carvalho,9.1,6.6,5.8
Guilherme Ribeiro,5.1,5.0,6.9
Juliana Ribeiro,9.5,5.5,5.2
Ana Santos,6.7,7.4,6.5
Lucas Ferreira,9.9,5.7,5.2
Juliana Martins,5.1,9.6,7.7
Mariana Rodrigues,6.0,7.8,6.5
Juliana Pereira,7.8,6.7,9.8
Aline Costa,5.4,7.1,8.6
Joao Ribeiro,5.9,5.4,7.6
Pedro Silva,8.4,6.8,7.9
Pedro Santos,6.5,5.2,6.0
Camila Silva,7.6,9.2,5.1
Maria Souza,8.8,5.6,6.0
Mariana Oliveira,8.3,9.7,7.3
Aline Ferreira,8.8,8.0,7.0
Isabela Moura,6.5,9.4,6.6
Ana Carvalho,5.1,7.6,7.1
Juliana Ribeiro,6.3,8.0,6.5
Sofia Santos,8.6,6.3,5.1
Juliana Ferreira,5.6,6.1,6.8
Sofia Martins,9.4,9.3,6.3
Isabela Almeida,7.4,7.9,9.8
Guilherme Martins,5.5,6.2,6.7
Maria Oliveira,9.2,8.6,7.8
Rafael Santos,7.8,8.7,6.3
Carlos Pereira,9.5,6.3,7.4
Guilherme Ribeiro,8.9,5.1,7.8
Ana Santos,9.5,6.8,5.8
Pedro Pereira,9.4,6.8,5.7
Juliana Ferreira,9.4,6.6,5.6
Lucas Costa,8.3,7.2,5.4
Sofia Silva,7.8,8.7,8.5
Juliana Oliveira,9.8,7.1,7.5
Carlos Rodrigues,5.3,7.5,9.2
Sofia Carvalho,5.3,9.9,5.1
Sofia Silva,9.5,6.0,6.5
Ricardo Martins,9.8,6.6,6.4
Carlos Oliveira,6.7,5.4,7.9
Maria Lima,6.6,6.3,7.2
Camila Lima,6.7,6.1,6.4
Aline Almeida,9.3,6.7,7.9
Felipe Martins,8.1,5.9,5.0
Carlos Carvalho,5.7,7.4,5.8
Lucas Moura,8.3,8.4,8.9
Mariana Almeida,9.5,9.5,8.5
Sofia Silva,8.9,5.3,9.1
Felipe Martins,7.1,8.0,6.0
Ana Silva,9.1,5.3,6.3
Ana Ferreira,5.2,7.1,9.3
Lucas Ribeiro,5.3,6.9,7.6
Juliana Carvalho,9.7,5.9,9.8
Sofia Silva,9.2,6.8,5.6
Ricardo Martins,5.6,8.8,5.5
Maria Rodrigues,8.3,9.7,7.3
Isabela Rodrigues,6.0,6.7,9.1
Juliana Ribeiro,6.0,9.7,5.1
Lucas Moura,6.8,9.7,6.4
Aline Souza,6.3,5.3,9.5
Guilherme Martins,6.0,8.9,8.4
Felipe Costa,8.4,8.4,7.6
Guilherme Silva,8.6,8.4,5.2
Isabela Ferreira,8.1,5.6,6.1
Lucas Moura,6.2,6.5,7.7
Aline Ribeiro,5.5,8.0,7.8
Sofia Almeida,5.7,6.3,5.9
Ana Oliveira,5.1,6.4,7.2
Juliana Moura,9.5,8.8,9.5
Camila Oliveira,6.6,7.4,7.2
Ana Souza,5.9,9.2,6.2
Isabela Costa,9.6,5.1,9.9
Pedro Lima,5.0,5.2,8.8
Rafael Martins,9.0,7.5,8.8
Felipe Martins,5.6,8.5,8.0
Felipe Pereira,5.1,5.7,8.0
Camila Lima,7.9,6.6,6.0
Isabela Carvalho,8.6,8.1,5.7
Pedro Ribeiro,7.9,7.8,7.5
Rafael Ferreira,8.1,5.7,6.6
Guilherme Martins,6.6,9.5,8.5
Aline Oliveira,6.5,7.1,5.6
Joao Almeida,6.6,5.7,7.7
Juliana Lima,5.7,7.5,7.4
Aline Pereira,7.9,7.4,8.3
Isabela Ribeiro,7.9,8.3,7.4
Guilherme Ribeiro,7.8,9.9,7.8
Camila Ribeiro,9.8,9.9,8.0
Camila Lima,9.0,7.9,5.9
Guilherme Silva,6.3,9.6,9.3
Lucas Moura,9.5,5.5,8.1
Pedro Carvalho,7.3,5.4,6.1
Ricardo Nascimento,5.7,8.5,7.2
Camila Martins,5.7,6.4,7.4
Joao Almeida,8.0,7.9,8.5
Aline Carvalho,7.6,6.6,8.8
Pedro Oliveira,6.9,6.3,9.2
Juliana Rodrigues,8.5,8.4,6.7
Sofia Lima,5.6,9.4,8.6
Ana Moura,8.1,6.3,8.0
Lucas Souza,6.9,5.3,6.4
Ana Carvalho,9.0,7.6,8.8
Lucas Carvalho,9.9,6.1,8.4
Isabela Nascimento,7.0,7.5,8.9
Pedro Santos,8.6,9.0,9.4
Carlos Lima,6.5,9.0,5.8
Ana Ribeiro,6.9,5.4,6.4
Mariana Costa,5.0,5.7,7.3
Ana Martins,8.3,6.4,8.8
Mariana Gomes,9.0,8.6,7.4
Ricardo Oliveira,5.7,5.4,9.1
Joao Santos,6.0,9.0,7.7
Sofia Pereira,7.0,7.8,9.3
Maria Moura,6.9,9.0,5.0
Maria Carvalho,5.6,7.9,5.8
Rafael Silva,7.2,8.2,6.3
Joao Souza,7.6,7.4,8.7
Ricardo Moura,7.0,9.7,9.8
Mariana Costa,6.8,9.4,5.9
Carlos Martins,7.8,7.5,8.6
Ana Lima,9.1,5.8,7.5
Camila Martins,5.8,7.1,8.3
Guilherme Lima,6.8,8.1,9.5
Juliana Santos,7.1,5.1,7.4
Felipe Ribeiro,8.0,9.0,7.1
Joao Silva,8.6,7.6,9.0
Juliana Ferreira,7.9,7.5,9.9
Isabela Ribeiro,7.0,5.4,6.1
Carlos Gomes,7.2,9.2,7.2
Carlos Moura,8.2,9.1,7.9
Ricardo Nascimento,6.6,6.4,6.4
Aline Almeida,6.8,6.9,7.0
Sofia Ferreira,7.0,8.9,6.6
Guilherme Costa,6.9,6.8,8.3
Lucas Martins,5.9,7.3,5.7
Mariana Nascimento,9.3,6.1,6.1
Rafael Oliveira,5.9,7.0,5.4
Camila Nascimento,5.9,8.7,8.5
Guilherme Santos,5.6,9.8,8.8
Aline Ribeiro,6.4,7.4,7.6
Felipe Oliveira,7.2,6.4,5.1
Isabela Martins,8.3,7.2,6.6
Lucas Costa,7.9,6.0,6.4
Aline Santos,9.2,8.2,6.6
Felipe Silva,9.8,6.8,5.3
Joao Carvalho,5.4,9.1,9.5
Sofia Ribeiro,9.5,7.6,6.1
Sofia Souza,5.2,6.1,5.5
Isabela Oliveira,8.0,9.1,7.2
Felipe Ribeiro,8.5,9.0,8.1
Rafael Almeida,9.2,9.0,9.2
Sofia Santos,5.5,7.3,7.1
Mariana Martins,7.3,6.4,7.8
Pedro Carvalho,7.1,9.8,10.0
Guilherme Lima,8.5,9.2,9.6
Mariana Rodrigues,7.2,7.2,6.2
Sofia Santos,7.8,8.3,6.7
Felipe Almeida,6.6,6.5,8.6
Guilherme Martins,8.7,9.9,7.6
Isabela Nascimento,6.2,6.5,9.9
Pedro Silva,8.7,9.9,6.3
Maria Gomes,5.7,5.6,7.7
Ana Lima,6.5,9.1,9.3
Guilherme Costa,9.7,5.3,9.5
Sofia Costa,9.9,6.2,7.4
Mariana Martins,8.9,8.6,5.5
Rafael Santos,5.4,9.7,6.4
Ana Nascimento,7.7,5.6,6.6
Felipe Pereira,5.4,7.2,6.2
Aline Ribeiro,8.0,7.8,7.7
Felipe Moura,8.0,5.5,9.6
Lucas Souza,6.4,8.4,7.1
Ana Costa,8.1,5.2,8.8
Lucas Nascimento,5.2,9.4,6.6
Maria Souza,7.2,8.2,8.0
Juliana Moura,8.9,9.7,8.2
Ana Costa,5.3,8.6,9.2
Pedro Lima,5.8,7.6,6.2
Juliana Costa,6.2,9.9,6.5
Pedro Lima,5.8,7.0,9.3
Rafael Ribeiro,9.3,5.5,7.7
Lucas Almeida,8.3,5.0,8.4
Camila Ferreira,6.8,9.5,5.6
Aline Martins,7.7,6.5,5.3
Rafael Pereira,7.3,8.2,7.3
Sofia Martins,6.9,9.8,7.0
Isabela Ribeiro,8.5,8.4,6.7
Maria Silva,6.5,8.8,8.5
Camila Almeida,9.0,7.9,7.5
Guilherme Oliveira,7.8,7.0,7.1
Joao Nascimento,9.2,10.0,6.7
Isabela Carvalho,8.8,8.7,5.2
Mariana Ribeiro,6.3,8.1,5.3
Joao Moura,9.6,6.9,8.7
Rafael Oliveira,6.5,7.6,7.6
Mariana Silva,6.1,7.7,8.4
Juliana Costa,7.8,9.3,8.4
Rafael Souza,5.0,8.2,6.9
Ana Oliveira,8.1,6.2,5.5
Felipe Gomes,5.3,9.1,7.8
Sofia Ribeiro,6.8,9.2,7.1
Mariana Gomes,5.9,5.6,5.8
Rafael Ribeiro,7.5,6.7,5.7
Felipe Ferreira,8.3,7.0,7.0
Juliana Ribeiro,8.5,7.5,5.6
Lucas Pereira,6.4,9.4,9.3
Guilherme Silva,9.5,7.7,5.6
Juliana Souza,8.1,8.6,5.8
Juliana Santos,8.8,5.4,5.3
Joao Costa,5.2,8.2,8.8
Ana Moura,8.8,5.6,7.5
Sofia Santos,8.0,8.5,7.3
Juliana Rodrigues,9.8,8.0,6.2
Ricardo Costa,5.9,9.6,5.8
Pedro Silva,6.7,9.7,8.2
Isabela Costa,8.2,6.1,6.3
Joao Almeida,7.9,5.5,7.9
Rafael Carvalho,6.3,7.3,8.9
Lucas Ribeiro,8.2,7.2,8.3
Juliana Carvalho,5.0,9.3,7.5
Rafael Martins,8.6,8.6,9.6
Guilherme Ferreira,6.2,6.5,7.2
Maria Rodrigues,8.3,9.2,9.7
Joao Santos,8.4,8.5,8.6
Rafael Nascimento,5.8,5.0,9.0
Felipe Silva,5.4,7.8,7.1
Sofia Ferreira,7.1,8.5,7.0
Maria Silva,5.8,6.8,5.3
Maria Moura,8.0,9.1,7.7
Aline Almeida,6.3,9.7,7.5
Guilherme Ferreira,5.7,6.7,8.6
Rafael Ribeiro,9.8,7.6,9.8
Pedro Lima,5.8,8.8,9.4
Carlos Carvalho,5.2,8.7,9.2
Joao Rodrigues,7.7,7.0,6.3
Aline Gomes,5.5,8.6,7.3
Mariana Ribeiro,6.0,5.1,9.8
Aline Ferreira,8.6,6.3,6.7
Aline Silva,8.6,6.6,9.0
Pedro Costa,6.6,8.2,5.7
Ana Nascimento,8.7,9.8,6.6
Maria Ferreira,8.6,6.1,6.2
Joao Moura,6.7,8.3,7.3
Mariana Souza,8.0,5.9,5.0
Ricardo Nascimento,5.3,5.2,6.5
Pedro Silva,6.4,8.8,8.1
Sofia Gomes,9.5,7.3,6.0
Joao Santos,5.5,9.6,9.8
Maria Oliveira,5.5,7.7,9.4
Isabela Almeida,6.1,5.6,5.2
Aline Oliveira,6.7,7.4,5.6
Maria Costa,7.3,6.0,9.4
Guilherme Nascimento,8.7,5.8,6.3
Mariana Moura,8.9,9.8,6.7
Sofia Pereira,9.0,7.1,6.9
Felipe Rodrigues,7.1,9.0,6.0
Juliana Rodrigues,7.7,5.7,10.0
Lucas Moura,9.1,8.7,9.0
Ana Rodrigues,8.6,7.5,5.7
Ana Gomes,5.5,7.7,8.6
Felipe Carvalho,7.2,6.9,6.2
Rafael Martins,5.8,6.1,8.8
Maria Carvalho,6.4,9.3,8.3
Maria Lima,6.6,8.0,5.5
Carlos Costa,7.6,9.7,7.5
Felipe Oliveira,8.8,9.4,5.9
Juliana Moura,8.3,8.2,5.2
Ana Ribeiro,8.2,7.7,8.7
Mariana Pereira,7.2,9.7,5.0
Sofia Moura,8.4,5.5,8.1
Lucas Martins,9.7,8.3,8.8
Aline Almeida,8.6,5.2,6.0
Isabela Oliveira,7.4,5.4,7.0
Ana Silva,9.6,8.1,6.3
Sofia Silva,6.3,8.9,8.0
Pedro Ribeiro,7.7,8.7,5.8
Isabela Oliveira,9.6,8.9,9.0
Rafael Gomes,7.7,5.2,9.5
Lucas Silva,9.4,6.4,7.1
Isabela Carvalho,7.4,5.8,8.4
Isabela Martins,5.4,5.5,9.9
Guilherme Souza,6.8,9.2,7.5
Carlos Rodrigues,7.2,9.7,9.4
Carlos Ribeiro,7.9,7.7,6.6
Ana Nascimento,9.3,6.9,7.4
Guilherme Almeida,7.5,9.4,7.3
Joao Souza,6.7,7.8,7.1
Aline Gomes,8.1,6.4,9.3
Ricardo Carvalho,5.0,6.7,7.8
Guilherme Carvalho,8.6,5.9,5.8
Felipe Carvalho,8.8,6.6,9.5
Ana Moura,9.1,9.7,5.1
Lucas Moura,7.0,7.5,9.7
Joao Ferreira,9.5,5.1,8.2
Juliana Santos,9.0,6.2,5.8
Isabela Gomes,7.4,6.1,7.1
Ricardo Gomes,7.3,6.7,9.9
Camila Ferreira,8.2,5.8,7.4
Aline Moura,5.6,6.7,9.9
Pedro Oliveira,9.0,7.7,6.9
Guilherme Gomes,7.4,5.7,7.9
Sofia Santos,7.2,6.4,7.6
Carlos Oliveira,7.1,6.6,5.5
Mariana Silva,5.3,8.7,5.2
Ana Costa,8.8,8.3,8.0
Juliana Gomes,7.3,8.9,8.7
Pedro Almeida,5.7,8.8,6.7
Juliana Silva,8.1,7.9,8.6
Ricardo Ribeiro,9.7,7.2,8.0
Ricardo Carvalho,5.0,8.4,7.1
Ricardo Carvalho,9.5,6.5,8.2
Pedro Nascimento,9.0,9.2,8.4
Camila Costa,8.0,9.7,9.3
Sofia Almeida,7.3,5.1,7.1
Lucas Oliveira,6.4,6.6,7.7
Sofia Moura,9.7,5.7,6.5
Ricardo Pereira,5.2,9.5,7.3
Joao Souza,8.0,9.0,5.6
Joao Ribeiro,6.4,9.6,10.0
Felipe Moura,5.3,7.3,6.5
Isabela Rodrigues,9.1,5.5,5.4
Ana Almeida,5.1,8.5,5.6
Ana Rodrigues,7.5,6.7,5.1
Rafael Martins,8.6,7.3,8.7
Isabela Martins,9.2,5.9,9.6
Pedro Santos,6.7,9.7,5.1
Camila Gomes,8.9,6.4,8.5
Rafael Souza,5.5,8.1,5.4
Joao Santos,6.9,7.9,5.7
Juliana Moura,7.8,5.2,5.4
Ana Ferreira,7.6,8.9,8.0
Ricardo Almeida,7.3,9.3,6.0
Pedro Rodrigues,8.2,7.2,6.3
Guilherme Costa,8.9,9.9,5.6
Aline Nascimento,7.8,9.7,8.3
Guilherme Ribeiro,5.0,7.2,5.9
Felipe Martins,7.5,8.8,5.2
Maria Martins,5.4,6.5,7.8
Lucas Almeida,8.1,9.5,5.6
Aline Souza,8.2,5.4,5.8
Lucas Ferreira,6.3,5.3,7.7
Guilherme Oliveira,9.0,6.9,7.4
Guilherme Santos,5.6,5.6,9.0
Ricardo Nascimento,9.2,5.3,6.4
Guilherme Pereira,7.2,7.7,8.6
Ana Costa,7.1,9.4,6.7
Rafael Oliveira,5.2,9.1,5.5
Ricardo Santos,7.6,6.4,7.2
Maria Carvalho,5.8,8.8,6.2
Felipe Oliveira,8.9,5.8,6.9
Mariana Gomes,9.5,5.1,8.3
Guilherme Martins,8.9,6.7,9.0
Felipe Gomes,6.3,7.4,6.4
Juliana Rodrigues,6.4,7.4,8.2
Aline Ribeiro,6.1,8.9,7.2
Ricardo Costa,6.4,7.7,7.5
Lucas Costa,5.6,5.5,5.7
Mariana Souza,5.1,8.2,5.6
Camila Rodrigues,5.7,8.1,8.2
Sofia Almeida,7.0,9.6,9.4
Maria Martins,6.3,6.7,8.6
Lucas Santos,5.9,7.4,7.4
Rafael Ferreira,6.6,7.2,5.9
Ricardo Rodrigues,7.1,5.1,9.3
Carlos Pereira,7.1,6.8,6.8
Juliana Almeida,7.7,8.7,5.7
Joao Nascimento,8.5,9.8,7.4
Mariana Costa,8.2,6.2,8.5
Ana Lima,9.3,5.2,7.4
Felipe Ribeiro,8.9,9.2,8.8
Juliana Almeida,7.2,6.4,9.2
Mariana Santos,7.7,7.0,7.6
Rafael Ferreira,7.1,9.8,9.4
Aline Lima,6.5,9.3,7.8
Camila Souza,8.4,7.9,9.8
Camila Silva,5.1,9.5,8.1
Rafael Ribeiro,7.5,9.5,9.1
Juliana Santos,7.4,9.0,6.3
Pedro Almeida,7.8,8.7,9.7
Rafael Gomes,7.3,9.2,7.8
Maria Ferreira,8.3,9.1,7.0
Carlos Costa,9.2,8.2,5.6
Ana Costa,8.4,8.2,7.1
Guilherme Pereira,8.2,9.8,8.1
Pedro Moura,8.6,5.5,7.9
Felipe Lima,9.8,9.7,5.9
Rafael Costa,6.7,5.0,8.6
Isabela Nascimento,6.8,6.3,8.3
Mariana Costa,6.9,7.1,5.4
Aline Gomes,7.4,5.5,7.4
Guilherme Oliveira,5.6,7.4,7.5
Ana Costa,5.2,5.6,9.4
Pedro Martins,8.5,7.6,5.1
Ana Lima,8.2,7.5,6.4
Aline Rodrigues,6.1,8.5,7.4
Isabela Moura,9.6,8.4,7.2
Sofia Ribeiro,8.7,8.5,8.0
Ana Pereira,9.2,7.2,5.2
Maria Santos,8.2,8.7,8.0
Joao Lima,9.7,5.3,5.3
Joao Costa,9.8,7.6,7.4
Maria Silva,9.8,7.0,7.6
Lucas Silva,6.9,5.7,6.9
Carlos Rodrigues,7.3,8.2,6.4
Felipe Ferreira,5.8,9.3,5.5
Pedro Gomes,8.3,7.8,6.8
Mariana Oliveira,9.0,8.6,7.9
Rafael Moura,8.5,5.3,7.2
Camila Ribeiro,5.8,7.6,7.7
Guilherme Ferreira,5.1,10.0,7.8
Camila Carvalho,8.3,9.6,6.8
Joao Nascimento,5.4,9.6,7.5
Sofia Ribeiro,9.8,9.9,9.8
Guilherme Oliveira,8.2,6.9,6.0
Mariana Lima,9.6,7.3,9.7
Aline Moura,7.2,5.3,10.0
Lucas Costa,9.7,8.1,6.3
Pedro Carvalho,8.5,8.8,9.2
Maria Gomes,8.0,7.4,7.5
Aline Rodrigues,9.3,6.1,7.7
Aline Almeida,5.9,7.2,9.2
Isabela Silva,9.0,7.3,5.4
Maria Silva,5.8,5.4,6.1
Pedro Gomes,7.3,9.3,8.7
